street	city	price	sqms	sqmp	rooms	dos	qos	yoc	lon	lat
Stenhøjgårdsvej 43	3460 Birkerød	3995e3	159	25126	6	2014-09-02	2014.3	1983-01-01	12.4172	55.85678799999999
Sjælsøvej 25	3460 Birkerød	335e4	118	28390	3	2014-08-29	2014.3	1965-01-01	12.4572609	55.8599557
Birkerød Kongevej 89	3460 Birkerød	3625e3	271	13376	8	2014-08-27	2014.3	1929-01-01	12.4323169	55.8448729
Ravnsnæsvej 48	3460 Birkerød	27e5	123	21951	5	2014-08-25	2014.3	1960-01-01	12.441076	55.84858699999999
Skovvang 15	3460 Birkerød	365e4	176	20739	6	2014-08-24	2014.3	1964-01-01	12.441474	55.855436
Skovvang 5	3460 Birkerød	3e6	107	28037	4	2014-08-22	2014.3	1966-01-01	12.440791	55.854763
Engen 3	3460 Birkerød	765e4	214	35748	7	2014-08-22	2014.3	1877-01-01	12.4226138	55.8361494
Fuglesangsvej 10	3460 Birkerød	2995e3	107	27991	4	2014-08-16	2014.3	1958-01-01	12.4191458	55.85069739999999
Plantagevej 41	3460 Birkerød	355e4	148	23986	4	2014-08-14	2014.3	1967-01-01	12.427524	55.82121
Bistrupvej 177	3460 Birkerød	2525e3	127	19882	4	2014-08-12	2014.3	1960-01-01	12.4201669	55.8221144
Birkebakken 2	3460 Birkerød	1175e3	104	11298	3	2014-08-12	2014.3	1960-01-01	12.429805	55.825705
Bakkevej 63	3460 Birkerød	2405e3	95	25316	4	2014-08-12	2014.3	1961-01-01	12.432719	55.854773
Bakkevej 3B	3460 Birkerød	2725e3	109	25e3	4	2014-08-08	2014.3	1923-01-01	12.4287334	55.8482762
Mosevangen 10	3460 Birkerød	3625e3	138	26268	6	2014-08-07	2014.3	1957-01-01	12.4188805	55.8401641
Kajerødvej 66	3460 Birkerød	37e5	161	22981	5	2014-08-06	2014.3	1972-01-01	12.422214	55.84255899999999
Munkerisparken 45	3460 Birkerød	4887500	179	27304	5	2014-08-05	2014.3	1974-01-01	12.4210597	55.83471789999999
Baunevang 22	3460 Birkerød	348e4	146	23836	5	2014-08-05	2014.3	1954-01-01	12.418916	55.848306
Stenløkken 52	3460 Birkerød	35e5	159	22013	5	2014-07-15	2014.3	1972-01-01	12.4244144	55.85780099999999
Fuglesangsvej 52	3460 Birkerød	315e4	174	18103	5	2014-07-14	2014.3	2015-01-01	12.419423	55.846809
Bistrup Byvej 14	3460 Birkerød	235e4	127	18504	5	2014-07-08	2014.3	1967-01-01	12.4256239	55.82557000000001
Bakkevej 47	3460 Birkerød	2595e3	95	27316	4	2014-07-08	2014.3	1945-01-01	12.431989	55.853065
Storkevænget 8	3460 Birkerød	4175e3	168	24851	6	2014-07-07	2014.3	1963-01-01	12.45197	55.849253
Bistrupvej 200	3460 Birkerød	265e4	145	18276	5	2014-07-02	2014.3	1964-01-01	12.412176	55.820657
Teglværksvej 74	3460 Birkerød	46e5	177	25989	5	2014-06-26	2014.2	1971-01-01	12.4115058	55.8475958
Fuglesangsvej 27I	3460 Birkerød	495e4	171	28947	4	2014-06-24	2014.2	1971-01-01	12.4215696	55.8500592
Birkebakken 62	3460 Birkerød	435e4	143	30420	5	2014-06-23	2014.2	1962-01-01	12.44111	55.825847
Nobisvej 15	3460 Birkerød	389e4	105	37048	3	2014-06-22	2014.2	1957-01-01	12.441917	55.842198
Stenhøjgårdsvej 28	3460 Birkerød	3025e3	165	18333	7	2014-06-18	2014.2	1969-01-01	12.41959	55.85542599999999
Fuglesangsvej 24	3460 Birkerød	39e5	130	3e4	5	2014-06-15	2014.2	1960-01-01	12.4199832	55.8494597
Skovgårdsvej 28	3460 Birkerød	335e4	180	18611	5	2014-06-13	2014.2	2016-01-01	12.425399	55.832814
Vestervang 40	3460 Birkerød	1825e3	154	11851	5	2014-06-11	2014.2	1962-01-01	12.417244	55.84801100000001
Traneholmen 31	3460 Birkerød	33e5	106	31132	4	2014-06-10	2014.2	1962-01-01	12.45078	55.84898
Kirsebærlunden 30	3460 Birkerød	35e5	165	21212	5	2014-06-10	2014.2	1969-01-01	12.424213	55.824054
Abildgårdsparken 11	3460 Birkerød	34e5	138	24638	4	2014-06-09	2014.2	1968-01-01	12.420283	55.824595
Bistrup Byvej 3	3460 Birkerød	6e6	183	32787	6	2014-06-07	2014.2	1877-01-01	12.426966	55.826665
Vasevej 91	3460 Birkerød	3275e3	118	27754	4	2014-06-04	2014.2	1958-01-01	12.439404	55.828053
Ferskengangen 19	3460 Birkerød	39e5	142	27465	5	2014-06-04	2014.2	1960-01-01	12.4235589	55.821887
Slåenbakken 15	3460 Birkerød	2825e3	129	21899	4	2014-06-02	2014.2	1961-01-01	12.429954	55.82178099999999
Pilebakken 6	3460 Birkerød	3737500	103	36286	5	2014-05-28	2014.2	1963-01-01	12.43347	55.822528
Æblerosestien 5	3460 Birkerød	335e4	174	19253	5	2014-05-28	2014.2	1958-01-01	12.4162397	55.8414886
Byagervej 19	3460 Birkerød	32e5	181	17680	7	2014-05-25	2014.2	1959-01-01	12.4373237	55.8474174
Vasevej 109C	3460 Birkerød	3195e3	156	20481	4	2014-05-22	2014.2	1973-01-01	12.434581	55.826794
Slåenbakken 10	3460 Birkerød	322e4	136	23676	4	2014-05-21	2014.2	1960-01-01	12.428839	55.822351
Stenhøjgårdsvej 51	3460 Birkerød	32e5	169	18935	6	2014-05-21	2014.2	1974-01-01	12.417433	55.857267
Skolevej 7	3460 Birkerød	38e5	144	26389	6	2014-05-20	2014.2	1917-01-01	12.42634	55.841689
Birkebakken 30B	3460 Birkerød	2688279	126	21336	4	2014-05-19	2014.2	2015-01-01	12.434963	55.82532699999999
Mellemvang 18	3460 Birkerød	4e6	143	27972	5	2014-05-17	2014.2	1967-01-01	12.442511	55.85252999999999
Æblerosestien 1	3460 Birkerød	316e4	176	17955	6	2014-05-14	2014.2	1958-01-01	12.4162388	55.8411524
Lærkebakken 34	3460 Birkerød	34e5	165	20606	7	2014-05-14	2014.2	1962-01-01	12.432279	55.820978
Mosevangen 51	3460 Birkerød	32e5	125	25600	3	2014-05-13	2014.2	1964-01-01	12.416816	55.839679
Skovvang 23	3460 Birkerød	465e4	228	20395	8	2014-05-12	2014.2	1964-01-01	12.441711	55.85649
Bregnerødvej 21	3460 Birkerød	55e5	200	27500	7	2014-05-12	2014.2	1951-01-01	12.4219333	55.8381469
Hestkøb Vænge 89	3460 Birkerød	37e5	137	27007	5	2014-05-06	2014.2	1972-01-01	12.415882	55.835237
Ludvig Jensens Vej 6	3460 Birkerød	1695e3	149	11376	5	2014-05-04	2014.2	2015-01-01	12.4160851	55.84361250000001
Birkevej 16	3460 Birkerød	44e5	200	22e3	5	2014-04-30	2014.2	1963-01-01	12.4287454	55.8440079
Damgårdsvej 66	3460 Birkerød	36e5	164	21951	5	2014-04-30	2014.2	1963-01-01	12.421194	55.821324
Langkærgårdsvej 50	3460 Birkerød	4695e3	180	26083	6	2014-04-29	2014.2	1986-01-01	12.4324929	55.821953
Lillevang 19	3460 Birkerød	311e4	145	21448	5	2014-04-28	2014.2	1961-01-01	12.4435641	55.8515927
Birkebakken 26	3460 Birkerød	25e5	112	22321	5	2014-04-27	2014.2	1959-01-01	12.433935	55.825805
Ravnsnæsvej 30	3460 Birkerød	38e5	161	23602	6	2014-04-26	2014.2	1930-01-01	12.439568	55.846723
Johan Mantzius Vej 37	3460 Birkerød	325e4	122	26639	5	2014-04-25	2014.2	1946-01-01	12.425602	55.845836
Kvædegangen 3	3460 Birkerød	2775e3	116	23922	4	2014-04-24	2014.2	1960-01-01	12.426608	55.820238
Bakkevej 5E	3460 Birkerød	49e5	160	30625	4	2014-04-15	2014.2	2014-01-01	12.428886	55.84882
Kildedalsvej 6	3460 Birkerød	58e5	294	19728	9	2014-04-13	2014.2	1900-01-01	12.432616	55.844004
Mølledamsvej 20	3460 Birkerød	18e5	144	12500	6	2014-04-10	2014.2	1929-01-01	12.4426004	55.8411304
Sækkedammen 8B	3460 Birkerød	455e4	178	25562	5	2014-04-06	2014.2	2009-01-01	12.443259	55.847438
Birkerød Parkvej 49	3460 Birkerød	245e4	146	16781	5	2014-04-06	2014.2	1957-01-01	12.4157467	55.8381689
Hasselbakken 8	3460 Birkerød	29e5	99	29293	4	2014-04-04	2014.2	1958-01-01	12.4299504	55.8228331
Bøgevej 2	3460 Birkerød	33e5	192	17188	4	2014-03-28	2014.1	1907-01-01	12.4302464	55.8327131
Sjælsøvej 56	3460 Birkerød	425e4	168	25298	5	2014-03-24	2014.1	1975-01-01	12.457412	55.86264
Birkebakken 58	3460 Birkerød	34e5	151	22517	5	2014-03-17	2014.1	1968-01-01	12.4404048	55.8256872
Langkærgårdsvej 59	3460 Birkerød	3275e3	169	19379	5	2014-03-17	2014.1	1963-01-01	12.4338529	55.821258
Bregnerødvej 6	3460 Birkerød	33e5	146	22603	5	2014-03-10	2014.1	1895-01-01	12.4267269	55.83897839999999
Birkebakken 37	3460 Birkerød	3587500	150	23917	5	2014-03-04	2014.1	1958-01-01	12.436745	55.825979
Fuglesangsvej 38	3460 Birkerød	2925e3	212	13797	6	2014-02-27	2014.1	2016-01-01	12.420185	55.848019
Nobisvej 38	3460 Birkerød	3487e3	145	24048	5	2014-02-24	2014.1	1981-01-01	12.44622	55.840809
Granbakken 14	3460 Birkerød	415e4	142	29225	4	2014-02-21	2014.1	1993-01-01	12.443516	55.8267877
Udsigtsbakken 3	3460 Birkerød	34e5	165	20606	6	2014-02-13	2014.1	1957-01-01	12.435901	55.82727
Kattehalevej 13	3460 Birkerød	165e4	145	11379	7	2014-02-07	2014.1	1957-01-01	12.3881466	55.8500198
Furesøbakken 6	3460 Birkerød	535e4	204	26225	6	2014-02-06	2014.1	1970-01-01	12.431243	55.817375
Stenhøj Vænge 5	3460 Birkerød	3075e3	131	23473	5	2014-01-31	2014.1	1974-01-01	12.417462	55.853768
Birkerød Kongevej 142	3460 Birkerød	34e5	169	20118	8	2014-01-31	2014.1	1998-01-01	12.427857	55.84802999999999
Gyvelbakken 24	3460 Birkerød	48e5	168	28571	6	2014-01-28	2014.1	1996-01-01	12.4326644	55.8244637
Odinsvej 7	3460 Birkerød	4275500	154	27763	5	2014-01-28	2014.1	1939-01-01	12.431721	55.846718
Kirsebærlunden 32	3460 Birkerød	3e6	172	17442	6	2014-01-27	2014.1	1968-01-01	12.423485	55.82394799999999
Pilegårdsparken 57	3460 Birkerød	53e5	160	33125	5	2014-01-23	2014.1	1972-01-01	12.405287	55.841779
Abildlunden 14	3460 Birkerød	3625e3	148	24493	6	2014-01-23	2014.1	1960-01-01	12.42498	55.819519
Præstevangen 1C	3460 Birkerød	34e5	149	22819	4	2014-01-21	2014.1	1987-01-01	12.431675	55.836775
Skovgårdsvej 21	3460 Birkerød	29e5	140	20714	6	2014-01-20	2014.1	1960-01-01	12.4263359	55.832752
Bistrupgårdsvej 5B	3460 Birkerød	3385e3	173	19566	7	2014-01-16	2014.1	1964-01-01	12.43804	55.827624
Bakkevej 11B	3460 Birkerød	395e4	191	20681	7	2014-01-16	2014.1	1957-01-01	12.4286826	55.8491547
Abildlunden 13	3460 Birkerød	4195e3	143	29336	4	2014-01-16	2014.1	1974-01-01	12.425921	55.818782
Høveltevej 87	3460 Birkerød	12e6	371	32345	7	2014-01-15	2014.1	1950-01-01	12.385631	55.84432700000001
Kajasvej 4	3460 Birkerød	32e5	151	21192	6	2014-01-14	2014.1	1918-01-01	12.4239171	55.84920289999999
Pilebakken 4	3460 Birkerød	365e4	120	30417	5	2014-01-09	2014.1	1958-01-01	12.433191	55.822446
Soldraget 2	3460 Birkerød	2925e3	103	28398	4	2014-01-09	2014.1	1967-01-01	12.428895	55.855086
Carinaparken 51	3460 Birkerød	3925e3	147	26701	4	2014-01-05	2014.1	1968-01-01	12.413835	55.846137
